k,x,y,z,var_x,var_y,var_z
124,-0.5711843755947098,-2.345001358631474,0.2665210346829987,0.20159622605830524,0.029677115498863246,0.018691591871439747
125,-1.0661716053733863,-2.3611465709979016,0.26028274287318487,0.029771767626242243,0.024214130456408134,0.00884759379162394
126,-1.0622800263130394,-2.370796649808372,0.2521741738877388,0.0309155113804837,0.02526299139886181,0.009202604598113975
127,-1.0620943900979425,-2.371260700433725,0.25178365852411644,0.030971894190162625,0.025314748398925575,0.00921999728934712
128,-1.0590135732140362,-2.3790138182324005,0.24525047382147291,0.03193313234680075,0.02619783958722974,0.009515022025908811
129,-1.0588233155427618,-2.379495887297288,0.2448436987844067,0.03199411173968399,0.02625390612693475,0.009533644848938018
130,-1.0620927717817767,-2.3718457882840003,0.2381012062453236,0.03041239543470703,0.012853276142970403,0.006450438734529547
131,-1.0591731183944875,-2.379324477825344,0.23163446616078442,0.03133914270731472,0.013294433150272449,0.006650054740133499
132,-1.058192387004134,-2.381859145425434,0.22943945699925183,0.031661078600894295,0.01344975364232504,0.006719189894393584
133,-1.0386318411048245,-2.429189089574543,0.23194172286170067,0.026564092761879616,0.010692645967981402,0.005567130020731676
134,-1.036795566638008,-2.433621968093851,0.22879285759989787,0.026966211525262018,0.010875364176062571,0.005649575323684255
135,-1.0324509552212342,-2.444216593826107,0.22126311086504724,0.027956425078315826,0.01133823456096501,0.005852257660350018
136,-1.0322959860107523,-2.4445973463027757,0.22099238417743405,0.027992788965539576,0.01135556820833363,0.005859691814022888
137,-1.0557410342775588,-2.450612792243432,0.22892754769562323,0.0158866514446209,0.009515498333354936,0.004301601927893962
138,-1.054005745770413,-2.456001322999275,0.22489277388024143,0.01620919842603834,0.009759501997736144,0.0043889217637099525
139,-1.0528893851502164,-2.459493459623162,0.22227447808904244,0.016424405915541247,0.009923462090822774,0.004446715799973988
140,-1.0507711674762883,-2.4661764085008095,0.2172557722746622,0.016850065623648044,0.010250301568943946,0.0045600044130797044
141,-1.0504590988239808,-2.467167431011301,0.21651061142243444,0.01691475473106046,0.010300253737762726,0.0045771084150397125
142,-1.0496469055578492,-2.469754621124153,0.21456410501985856,0.01708556764739858,0.010432494100198525,0.004622135255471018
143,-1.0475376470426334,-2.476528400162211,0.20945950089413612,0.017546216882287448,0.010791473653624198,0.004742620836795211
144,-1.0659470904863173,-2.4186739242784117,0.2115724326893455,0.017438137630962414,0.007530528624713341,0.0038613713333229306
145,-1.0650177170338622,-2.4217211553828513,0.20890902560695118,0.017687539407629193,0.007668896376699764,0.003914354420005657
146,-1.0630097777669634,-2.428388603341415,0.2030686710636796,0.018252771569220796,0.007988077345964595,0.0040337422761984746
147,-1.0628577435842204,-2.428898258252671,0.20262149420701553,0.01829709880905739,0.008013419890632324,0.0040430665162428225
148,-1.0615832632264257,-2.4331982942395243,0.19884422118925077,0.018677553318640485,0.008232688977281882,0.004122877210032137
149,-1.0667467022693171,-2.4168574648456183,0.20444911265067195,0.01865398010703322,0.006171929418913971,0.0034393552208605085
150,-1.0661010822345296,-2.419080889584528,0.20243092030753018,0.018865589500285905,0.006265280931069463,0.003476365015499927
151,-1.0648512766130411,-2.4234292835910782,0.19847770593240327,0.019289509024113444,0.006455623317334911,0.0035503946144110356
152,-1.0633923483207064,-2.4285822704831874,0.19378194842218222,0.01980946994309024,0.006694799761270891,0.0036410026706003573
153,-1.0626678996010135,-2.4311732724753936,0.19141611669263964,0.020078279321652497,0.00682076922548362,0.0036877664134852377
154,-1.0619296685557278,-2.43383643925491,0.1889809730393695,0.020359805040198613,0.0069543065868955594,0.003736687513963735
155,-1.0616027835672728,-2.4350232336917372,0.18789465258327143,0.02048698899484673,0.007015156977225513,0.0037587705668383916
156,-1.060263485702778,-2.439935814783655,0.18339027081546222,0.021024950670040825,0.00727598586980408,0.003852058954364287
157,-1.0600189713571448,-2.440841635820331,0.18255833127293142,0.021126192343543237,0.007325674317049,0.003869594597789082
158,-1.0585442705979022,-2.4463659600012857,0.17747490298278162,0.02175771885501358,0.00763969194758882,0.0039788371176923305
159,-1.0577373482928556,-2.4494349132258026,0.1746434737098429,0.02211919029006253,0.007822443136706743,0.004041259453838745
160,-1.0576901978855648,-2.4496152862238043,0.1744768916151287,0.02214067536379787,0.007833371710247127,0.004044967363404478
161,-1.0575220882922785,-2.450259342155553,0.1738819235745182,0.02221761099206144,0.00787256553289853,0.0040582428504406885
162,-1.0554303038652375,-2.4584029799641973,0.16633747586907444,0.023220428491630238,0.008391632824749978,0.004230989286482064
163,-1.0547505708335947,-2.461103555188036,0.16382649764896323,0.023565528290230172,0.008573592965833722,0.0042903159253279135
164,-0.910318087747106,-2.358678227963942,0.19080964801566197,0.018476876520326344,0.009139998085675588,0.003665263387665109
165,-0.9093149548261411,-2.359662813054281,0.1895139953238274,0.018635365992339753,0.00924464925767676,0.003693229207130564
166,-0.8386579051635092,-2.3196392895589018,0.20437715140847001,0.01703868505693044,0.008728760068229008,0.0030243726504810466
167,-0.8329288282603571,-2.3229427502563773,0.19864537208512617,0.017740131598045057,0.009201758436722721,0.00313362034596101
168,-0.8301254413171204,-2.324578150355602,0.1957717807808066,0.01810537173702609,0.009450609506073734,0.0031903159252935093
169,-0.7755165482962771,-2.3225272204326757,0.20541901138361512,0.015367399156966284,0.009753476628422726,0.002719701882137298
170,-0.7748675759684462,-2.3228259651481125,0.20486811515871411,0.015430956105909121,0.009805987471791323,0.0027295503827786736
171,-0.7677241134945638,-2.326136190707873,0.1986901326277491,0.016167599473647015,0.010416809437280346,0.0028433343862663695
172,-0.767565090182754,-2.3262104187033477,0.19855004751497074,0.016184818092380485,0.01043113018686156,0.0028459859944887727
173,-0.7632261925998935,-2.3282469820890004,0.19468014417396234,0.016669698303106047,0.010835076824117598,0.0029205048853560493
174,-0.7601918050343506,-2.3296860580308407,0.19191496312026735,0.017027187588280333,0.011133623108401524,0.0029752590539521362
175,-0.7574711490471817,-2.3309886604250245,0.18939032657672328,0.01736173890884805,0.011413474641122637,0.003026356971971626
176,-0.7549171446747553,-2.332223629474274,0.18697792076810982,0.017688796382909433,0.011687418876539065,0.0030761773437892946
177,-0.7540924793779249,-2.3326251644760663,0.18618963688326073,0.017797245415912585,0.011778324474569175,0.0030926684074218326
178,-0.7536124968614881,-2.332859534377833,0.18572864388864563,0.017861029747912295,0.011831805064617501,0.003102360938492721
179,-0.7508061147182377,-2.3342402969015086,0.18299963347669196,0.018244144203881155,0.012153232286767299,0.0031604743566509544
180,-0.7452587747373678,-2.3370302105594356,0.17741830995543723,0.019057539631987377,0.012836527389019454,0.003283272409369877
181,-0.7436007902407966,-2.337882379910438,0.17569604249060455,0.019316768262163674,0.013054460868730763,0.0033222439554785837
182,-0.7411218524445422,-2.3391748735755584,0.17306871868346774,0.01971982442693312,0.013393403702398906,0.0033826831967430086
183,-0.7403096539789118,-2.339603540725274,0.17219338405946666,0.01985616567824252,0.01350807436341109,0.0034030856645265433
184,-0.7341683931282028,-2.342942471397809,0.16531050730495989,0.02096464145265299,0.014440387403007083,0.003568186007779622
185,-0.7331400571526716,-2.3435209619837694,0.16410679011076068,0.021165225525476783,0.014609055651741407,0.003597917264136432
186,-0.7315574780634222,-2.344423947138119,0.16222157347313393,0.02148345739078226,0.014876601900183509,0.0036449980279651966
187,-0.7262298726694545,-2.347596253239878,0.15554112316105928,0.022651846915513876,0.015858140515015356,0.003816946841920353
188,-0.7250601340894556,-2.3483250199450136,0.15399462962266774,0.02293150222054627,0.016092848307238734,0.0038578971409177496
189,-0.7244701057532379,-2.3486977312631954,0.1532021166416465,0.0230761675338156,0.016214222734065933,0.0038790502869398016
190,-0.7205264024017382,-2.3512897330016447,0.14766271648093737,0.024113209820262306,0.017083430933298064,0.004030096044826093
191,-0.7184159196306945,-2.3527620529621407,0.14449634102783054,0.02472657995172157,0.017596744587547886,0.00411895966432726
192,-0.7180442071747803,-2.353028642434637,0.1439216203820201,0.02483953540290961,0.017691205539779074,0.004135287133349874
193,-0.7142071914130002,-2.355934631588391,0.13763235824241088,0.026108626162045023,0.018750956638433538,0.004317962788005473
194,-0.7137517656123387,-2.356301251781546,0.13683604949783845,0.02627366213549802,0.018888553798365487,0.004341617529778391
195,-0.7715314016153827,-2.193810089653912,0.18198724998177046,0.02568979431467526,0.015243681163462796,0.0032332275348781908
196,-0.7678224910607279,-2.185520210058088,0.2021993205950392,0.02616613591821494,0.013730487474912241,0.002664320566844264
197,-0.7663049088273493,-2.184933979104594,0.1992224223916143,0.02695441492564552,0.014156012771443642,0.0027349236370462627
198,-0.7660209742893693,-2.184819641059761,0.1986227728176585,0.027115664665858796,0.01424311654733856,0.00274940719952579
199,-0.7652817997818078,-2.1845139651280596,0.1969829868238161,0.027560842083967536,0.014483692665650954,0.00278946354378207
200,-0.7637777861650612,-2.1838482892738673,0.1931811769057178,0.028616855723301797,0.015054945060710763,0.0028848805040250923
201,-0.7637404623190664,-2.1838308520964365,0.19307635232628323,0.028646446079219613,0.015070963562856782,0.0028875620041294028
202,-0.7635212396944389,-2.1837273492833478,0.19244757399238244,0.028824474783750983,0.015167351196334897,0.002903703910582866
203,-0.7624271417175819,-2.183176712910836,0.1888758286588626,0.029853158026599807,0.015724741623110505,0.0029972646522153186
204,-0.7618077750499479,-2.1828283727975246,0.18634965774181667,0.030598602924902064,0.016129137948663316,0.0030653634991186294
205,-0.7612948287334209,-2.182502965933786,0.18370195077037982,0.031395848517883955,0.01656209074023093,0.0031384623427768224
206,-0.7610289991794419,-2.182309415919022,0.181931584326617,0.0319380265074056,0.01685680224133819,0.003188328017058101
207,-0.7607577404435983,-2.1820704975792085,0.1794294237325274,0.03271676992762119,0.01728050695623861,0.003260163569752116
208,-0.7147562630373208,-2.227658823689164,0.1526441087045312,0.026277039161965166,0.008921564844725586,0.003910693070424681
209,-0.7137966965139392,-2.2270749398757395,0.14910498913044928,0.02715248438853643,0.009251064974543439,0.004026948856508498
210,-0.7134363299360615,-2.2268224490682,0.14750517962565274,0.02755756272735051,0.009403992793623599,0.004080492752612149
211,-0.7130918153375961,-2.2265522029962,0.1457387636544628,0.028011646128061583,0.009575742550910375,0.004140332243743369
212,-0.7130091510515837,-2.226481430778602,0.14526607634002792,0.028134377099817517,0.009622219222581212,0.004156473346950531
213,-0.7123619945820636,-2.2257395834880507,0.14000894344770887,0.029534392569435772,0.010153920065256663,0.0043396512725700455
214,-0.7123482244331252,-2.225714808804485,0.13982232409458722,0.02958528016435231,0.010173295749263124,0.004346277469248849
215,-0.712207636906503,-2.225277563145159,0.1363799345181032,0.030538725463913997,0.01053690278807966,0.004470030222647225
216,-0.7122052357643986,-2.2252278773876943,0.13596880327717947,0.030654478467260455,0.010581117851970294,0.0044850039921313185
217,-0.712264233069274,-2.224918913710305,0.13330149720563844,0.03141526697504335,0.010872079159942937,0.004583155928763931
218,-0.7123011681897489,-2.224841610896896,0.13260058590952667,0.031618018463051026,0.010949721156506564,0.004609237832582087
219,-0.7130546583903125,-2.2242099246489557,0.12617329630032204,0.0335327018088604,0.011684805583992673,0.004854045023232809
220,-0.7132567592381949,-2.22411666532238,0.12508125136852188,0.03386803496123982,0.011813866367996109,0.0048966527851714665
221,-0.7140821175776256,-2.2238366287646847,0.12145129560977741,0.035003776292612594,0.012251616743257431,0.005040402992728498
222,-0.7195941010780225,-2.1457297867019016,0.12381381513793333,0.03519356705996459,0.009303448782896035,0.005061648747013719
223,-0.7204610061489252,-2.1435427729099934,0.11977028564682812,0.03652686342463164,0.009675131417446059,0.005228749055893716
224,-0.7209469802836934,-2.1425327248327637,0.11788094818208761,0.03716450637248221,0.009853722504426572,0.005308287351363492
225,-0.7210031495868107,-2.1424228442776054,0.11767456904848184,0.0372347262927181,0.00987342134926426,0.005317032123483435
226,-0.7213603780164463,-2.141751697114175,0.11641040059728225,0.03766730173536095,0.009994907384853619,0.0053708412189257685
227,-0.721651835158878,-2.141235342021431,0.11543355695881696,0.03800444374289348,0.010089750421936872,0.005412707186585551
228,-0.7222996631417113,-2.1401692035030435,0.11340488451400299,0.0387126582404518,0.010289422520746582,0.005500453192741579
229,-0.7230344522522242,-2.139067971124884,0.11129269472299663,0.03946160632324096,0.01050120844579126,0.0055929622405592495
230,-0.7238437843703542,-2.1379571498320726,0.10914473206275932,0.04023538591617405,0.01072067088119472,0.0056882453214354145
231,-0.7249075745811414,-2.1366223281163124,0.10654033948936303,0.04119006403102467,0.01099232285949273,0.005805413483677006
232,-0.7257215946645108,-2.1356770039739548,0.10468041354185964,0.04188292474246732,0.01119006479583245,0.0058901912188536396
233,-0.7274974231874368,-2.1337903664682587,0.10092975716454311,0.04330826255873989,0.011598354110648976,0.0060639544192625325
234,-0.7287375247848943,-2.1325853864889917,0.09850708615468362,0.04424897179079726,0.011868887873868734,0.006178193646586849
235,-0.7302705879475048,-2.131195597983869,0.09568640186483401,0.04536407206196017,0.012190634163499846,0.006313186812451569
236,-0.7421489224062017,-2.1195635594631543,0.09308760787490367,0.041796068180042605,0.007868338762133324,0.0064428519772357085
237,-0.7433483221264177,-2.1186171998694108,0.09089759515709395,0.04259962816406299,0.00803517319344439,0.006550683819352864
238,-0.7442185012711432,-2.1179602218340228,0.08936710569645046,0.043168432221269516,0.008154014042594528,0.0066268142516296615
239,-0.7453162069753542,-2.1171625591176815,0.08749793763162028,0.04387119049499812,0.008301674078710014,0.0067206554981922365
240,-0.7459332083698155,-2.1167279625410305,0.08647458642753925,0.04425971265158897,0.008383695217706365,0.00677243603468001
241,-0.7476608832403899,-2.11555749469237,0.08370150728986869,0.04532594538278059,0.008610168129118113,0.006914189668951271
242,-0.7483712649769128,-2.1150940997071177,0.08259695226633446,0.04575610054354096,0.008702095795267744,0.006971238763508408
243,-0.7490235003519248,-2.1146769161044285,0.08159938701764591,0.046147264155755874,0.008785964830037251,0.007023049894904845
244,-0.7519502347025339,-2.1128907588644816,0.07729565992317233,0.047863936091671756,0.009157044570188826,0.007249717973327749
