k,x,y,z,var_x,var_y,var_z
46,-0.7753309407979901,-0.12107965293038761,0.3122783498058317,3.117756970451578,5.266565492215703,0.20357328488366988
47,-0.06885382767711247,-0.023826848305455384,0.18881067331494417,5.219530744481507,5.364172081838094,1.733135788597404
48,-0.8850815931995071,-0.334193060159245,0.2847454704400565,3.2359334337169874,5.0423855122195365,0.13831784490198631
49,-0.8808713311208134,-0.332651848668052,0.2843064748882005,3.266543471559032,5.06661399726564,0.14251822569759742
50,-0.8737357750155963,-0.3300930676888998,0.28351243142469695,3.320438721286812,5.109678644582036,0.15024847519293422
51,-0.8367625809842477,-0.3170055731850677,0.27950821087544686,3.586711728113077,5.315815998540167,0.19363338465773694
52,-0.8316437858121224,-0.31519924684228207,0.27897200292461305,3.6217479286575154,5.342083225526239,0.19997297383937176
53,-0.828708285632422,-0.3141658894334412,0.2786626634431758,3.641818438363404,5.357093722628375,0.2036754769767502
54,-0.8246745652108379,-0.31274860027683016,0.27823553938414514,3.669364967005265,5.377650795795352,0.20884125190959324
55,-0.813412770693354,-0.30880687839862797,0.2770292460773197,3.7461206748691005,5.434682046327884,0.2237526996793433
56,-0.7995160062616505,-0.3039692545362685,0.2755107353232207,3.8405915841773433,5.504417174329069,0.24316283438854702
57,-0.7947296306482922,-0.3023002422621225,0.27499038254187524,3.8726090741351515,5.5278014410955345,0.249993745775227
58,-0.7828884871584062,-0.29818125297394826,0.2736846616156442,3.951738178419079,5.58538585801661,0.26746380328906655
59,-0.7745513712853977,-0.29527899953079495,0.27276107288412993,4.006879011785631,5.625188055629947,0.28012113615074485
60,-0.7542365418152043,-0.28822801772810347,0.27044812547194147,4.141283271170383,5.721751981611079,0.31273081091251487
61,-0.7521380516548895,-0.2875010158153779,0.2702039147407875,4.1551769919733745,5.731701668238398,0.3162459340799963
62,-0.731276224924425,-0.2802839042928912,0.2677179595844425,4.293518959398965,5.830505013403375,0.35275253218284486
63,-0.725794072650913,-0.2783897046480667,0.26704648390965613,4.329955619469517,5.856457720438992,0.3628289955996195
64,-0.7074289258423162,-0.2720483877279796,0.26473809647995317,4.452358345037613,5.943476466358863,0.3981186773300836
65,-0.6805235098086296,-0.26276205859206286,0.26118043840099553,4.632907387409981,6.071519203766976,0.45432053271231976
66,-0.6642883625790369,-0.2571559005443322,0.25892415227057103,4.742743479740588,6.149325458464898,0.49100013153682226
67,-0.07672862009349718,-0.038627695780930234,0.15429640439949138,6.29596769189862,6.430920039337543,2.1588318563466613
68,-0.8673891704703492,-0.4490430341509577,0.2513842844409994,4.335154300519338,5.786972889956428,0.2063623828416935
69,-0.8478903283259928,-0.440641613458688,0.250349507122667,4.45434672012041,5.874731752383069,0.2215155789342933
70,-0.8434425632610703,-0.4387173795820623,0.25010907660831494,4.48152359407359,5.894688812732815,0.2251263807272435
71,-0.8404982365196132,-0.4374419134449699,0.2499489603995345,4.499513194041572,5.907889612039593,0.2275491329837492
72,-0.8305634286004184,-0.433128254532239,0.24940283684816755,4.56021167604132,5.952375556060993,0.23591867255475138
73,-0.8150288492228969,-0.4263522708087048,0.24852934146202482,4.655167818003445,6.021824469457083,0.24963079805615412
74,-0.782739204355296,-0.41214293075991254,0.2466275131463315,4.852960358835009,6.1660594518357845,0.28075142526990826
75,-0.7637519402407393,-0.4037066715042781,0.2454472318766978,4.96972882090564,6.251040327607545,0.30084922082779
76,-0.746993744585531,-0.39620998555385284,0.24436258219300494,5.073183806051576,6.32628368995798,0.3197942214107546
77,-0.7426209023911376,-0.39424584464416507,0.24407250141704862,5.100248198757651,6.345964666712608,0.3249334715825627
78,-0.7092387409139693,-0.3791539738091939,0.24174674207080965,5.308471728234674,6.497541022942002,0.3671289600966717
79,-0.6758689685997585,-0.36393832118766895,0.23917594038859435,5.521927459823829,6.653869413764249,0.41551361798718717
80,-0.6731728090539467,-0.36270013421503794,0.23895788053384628,5.5393113749821445,6.666622356442881,0.41969986292259
81,-0.65899911380354,-0.35616883466703214,0.23778429840482965,5.631060502921393,6.733993926674474,0.44243504477136364
82,-0.6138812165522223,-0.3351314023613018,0.233711938764285,5.9278361133034325,6.952856648578431,0.5237613382129248
83,-0.6110681516973003,-0.33380723785616834,0.23343939832581,5.946608585709439,6.966757983819285,0.5293270889208532
84,-0.5797839283621543,-0.31898076402565667,0.23024299415182692,6.157802928090891,7.1237003917270085,0.5956327610462185
85,-0.577403745109493,-0.317845175103049,0.22998665830872653,6.17406577023082,7.1358302701166005,0.601028109364798
86,-0.5430520543303193,-0.3014254551665528,0.2259837089961016,6.417208783678039,7.319099203639393,0.6864881737054628
87,-0.5137836027344529,-0.2872735518026164,0.22216833256306517,6.631798064877476,7.482566465945914,0.7701379435384405
88,-0.508340151685503,-0.28462207902683334,0.22141542439712636,6.672392401832738,7.513650070644101,0.7868826991726524
89,-0.4654418000527697,-0.26351012474187946,0.21494494319548296,7.000893999388649,7.767205127446264,0.9337206293140478
90,-0.46451680938841994,-0.26305060354163423,0.21479410534478716,7.008158501407911,7.772854201216123,0.9372028861040483
91,-0.45288474178149146,-0.2572566464809963,0.21285237325046058,7.100255408418376,7.844639753691956,0.9822559915261841
92,-0.4506565003297309,-0.256143433139591,0.21247077060487077,7.1180540443981455,7.858548468001484,0.9911587891219698
93,-0.3917153329823738,-0.22633504234334761,0.2010585961004733,7.612718438311092,8.250407427059036,1.2642403866317444
94,-0.3781404536773203,-0.21937713589814298,0.1980079169688682,7.735039848132282,8.34907116724782,1.3393478883805963
95,-1.9534781927404272,-1.4105793494775867,0.20308455326222075,2.264218557337025,3.2805859990477906,0.04954652868157859
96,-1.5940692375486907,-1.9687872700080924,0.3010816334452488,2.159203437067721,0.9110050629715558,0.015207488897106903
97,-0.6058510989183313,-2.007447053618404,0.3154907004116088,5.5936508235023625,0.6169365803316258,0.010374928181621095
98,-1.3883042801829235,-1.9344320086535496,0.28160931753945156,1.3660887494949912,0.9467956706530285,0.00963169874964746
99,-1.3869176818406177,-1.942366181025456,0.2822555304160747,1.3980105314637636,0.9578357403953368,0.010172769954716429
100,-1.3857264243724132,-1.949007736186925,0.28278345905107294,1.4252478049707185,0.9674567744860703,0.010679488660977968
101,-1.3851132205502608,-1.9523681757039493,0.28304475665419354,1.4392108183115433,0.972456727947457,0.010955332476572436
102,-1.3822248900397327,-1.967713088468333,0.2841735054204876,1.5045491691597725,0.9964112635102241,0.012390369748345745
103,-1.7974587665418587,-1.3123206919563892,0.24860717426916928,2.1614558887462896,3.2516926277297253,0.01072445034354836
104,-1.3645380352863012,-1.9985497977047273,0.30097235526552324,1.496312352711051,0.5276188775564358,0.007697160710014981
105,-1.3633793781848007,-2.0050891737857683,0.3017581186257253,1.5262752694021784,0.5343409904747901,0.008197735474363116
106,-1.3627892334161187,-2.0083546811141466,0.3021350543758312,1.5414539939450076,0.5378471199666234,0.00847037046869034
107,-1.786201705930717,-1.3491802870254253,0.24891738870745278,2.2844714365835306,3.2893335565414,0.013460036788523299
108,-1.760026866924843,-1.3914854006304331,0.25009697012166743,2.2231627340188647,3.1132919394151584,0.013763306258367553
109,-1.3272692011819767,-2.018915809154111,0.31768953514548637,2.0391647538326985,0.24293433165533843,0.004789827398985035
110,-1.3269954121920793,-2.020166786927041,0.3178515532561249,2.046551638543144,0.2438435641315403,0.004877296639376916
111,-1.3257782288773365,-2.0256326948522507,0.31853706516266245,2.0791446830311173,0.2480015228195969,0.005288294893936515
112,-0.3401747072942989,-2.0725212048744046,0.3213941927469509,7.10333555625045,0.19157870669720345,0.005495613632065594
113,-1.1572972187831296,-2.038264700276435,0.31261693268969487,1.2993717315394786,0.24821920293804034,0.005097764101745153
114,-1.1537217091391316,-2.0489897094613996,0.31327719373579016,1.3482257776606705,0.25716088768768675,0.006049932882225058
115,-1.1507435388530975,-2.057668393683659,0.31369524449543884,1.3892743741645355,0.2651866331730346,0.00695308646886072
116,-1.148924144480981,-2.0628625453525378,0.3138974076431525,1.4145019963831447,0.2703258745775721,0.007551191363618322
117,-1.1477709410170185,-2.0661138453179584,0.31400637815679805,1.4305493170063692,0.27367013982640703,0.007947658006923985
118,-1.1469390743411194,-2.0684396824157387,0.31407630484247817,1.4421517162043722,0.27612229310050507,0.008241728570063205
119,-1.3531121180775842,-1.6290939004655267,0.2625771792662127,1.3976796403076561,2.8968030828479474,0.008127869185077335
120,-1.1333368511104875,-2.0292688494094544,0.3178300840956703,1.5295863605074798,0.23857209657503192,0.00698963056957272
121,-1.131626951257348,-2.033170630933662,0.31801009484430465,1.5514878255707645,0.2434949433783016,0.007463365801916165
122,-1.1305088938513126,-2.035695594028086,0.3181169028268782,1.5658320760262665,0.2467801937335668,0.007782879801488513
123,-1.3377932306964155,-1.6471015245532015,0.2639461017131154,1.4774410292318696,2.984353973334193,0.010616522932410308
124,-1.126521958532671,-2.0259446128531877,0.31934988816536714,1.6973784072958944,0.19330976080159157,0.005296537902959173
125,-1.1257701934505864,-2.0278361858564717,0.31945804942976097,1.7085005566007838,0.19558098810089156,0.005471681282774687
126,-1.1246926814934408,-2.030523223570795,0.31960562942296433,1.7244350861115525,0.19889136972038754,0.005729036461414151
127,-1.1203014902545947,-2.042032903444687,0.32015136814634093,1.7912229902060237,0.2144090696222552,0.0069549650525850175
128,-1.1163348816730223,-2.0519226668869055,0.320530222475351,1.8511904484942736,0.2291908135255049,0.008161007137240283
129,-1.1151299133175794,-2.0548551757808236,0.32062807297061346,1.8693884374015641,0.23383399815155526,0.008546224005467923
130,-1.1128039272234775,-2.0604361285529595,0.3207975415204518,1.9045215843629204,0.24300132338279537,0.009314626635347219
131,-1.1118983076470408,-2.06258260554716,0.320857195943142,1.9182062740606072,0.246642867135419,0.009622549502212844
132,-1.110660075835823,-2.065493215829146,0.320933496602789,1.9369210521807159,0.25168312479238775,0.010051120486784323
133,-1.1067954121853076,-2.0744139017759498,0.32113708122367435,1.9953942429570048,0.26786723636595083,0.011444274184528331
134,-1.1028253801046837,-2.0833393947145415,0.32130104978293794,2.0555934694131395,0.28517212741715836,0.012959303282044345
135,-1.1011373397597644,-2.087067591537145,0.32135951700478715,2.0812418475395074,0.292730332501341,0.01362829090181647
136,-1.10023551028836,-2.0890435735747444,0.32138838514269485,2.0949576506118923,0.2968149907245351,0.013991533930139802
137,-1.099159288906574,-2.0913796699537976,0.32142089662778905,2.1113197589726944,0.30171122381485993,0.014428577038003812
138,-1.0910624499965451,-2.108464161833844,0.32161182965982804,2.234835658473815,0.3398169181237698,0.017880960095727958
139,-1.0877482252042598,-2.1152560275242287,0.32166991215814145,2.285709420718869,0.35610188254218983,0.019380195219040434
140,0.052915043014821084,-2.197991028407358,0.32602247980772137,10.083294202520682,0.3385332874858122,0.019511406567834053
141,-0.9116827471033963,-2.1231381296297314,0.3140863903597303,2.873857739811628,0.34198815681299405,0.015853508015303327
142,-0.9093458249309979,-2.1254163187151915,0.31408162269318407,2.9005358662403147,0.34684290256064815,0.016240879654849317
143,0.008275765245971733,-2.2030790950304993,0.32573859811706973,9.64358148601699,0.35341456949597017,0.020673893709894316
144,-0.8350907023631693,-2.112462256138649,0.3065856432855565,2.135363091057402,0.3633713674504143,0.013062457754546319
145,-0.024101609348094133,-2.2129898817591878,0.32553451423624846,9.207472643223912,0.37811016673982745,0.02268865366791551
146,-0.7416785985776913,-2.124651009009703,0.30191590803553414,1.6724496718987585,0.4056778420600751,0.012180583890427978
147,-0.7382208732052762,-2.1287482378604454,0.30188003682637365,1.7027715247731714,0.415309967411904,0.012711986241510091
148,-0.7361666167118777,-2.13117543982172,0.3018684128942576,1.7209905239032433,0.4210822724209263,0.01303470165789444
149,-0.7313461598448265,-2.136849639155187,0.3018688090586683,1.7643386672000219,0.4347676364950054,0.01381278988747234
150,-0.730945220013949,-2.137320176157888,0.30187056452258154,1.7679819002337678,0.43591436443307136,0.013878830185928741
151,-0.7097177937256469,-2.1618998028743137,0.30230959623643916,1.9689790750536156,0.4983359013018552,0.017674686147097184
152,-0.7081998749103682,-2.163630781731637,0.30236489795299437,1.9839548833603642,0.5029158851519067,0.017969009025594028
153,-0.7057997953824133,-2.1663600820003026,0.3024581899761297,2.007796004890743,0.5101859483982002,0.01844068978706666
154,-0.7027442934805379,-2.169820975213307,0.30258699484360385,2.038433760444501,0.5194902602853014,0.019052381983884144
155,-0.6971096024110714,-2.1761622334779736,0.3028524509621566,2.0957673485584363,0.5367852749058082,0.020213351071151506
156,-0.6951486141170524,-2.1783565015438695,0.3029528703885356,2.1159722135221917,0.5428442880811465,0.020627419602058817
157,-0.6867232955551712,-2.187708263878001,0.3034276654329029,2.2042498166971383,0.5690925396034802,0.022465082284685613
158,-0.677251441568381,-2.1980726018668744,0.3040361966846241,2.3062962616024283,0.5989860739865515,0.024643804323578322
159,-0.673807474856579,-2.2018014146731684,0.3042746025458787,2.344126406548559,0.6099466272680941,0.025465223707615545
160,-0.671906400673536,-2.203850586759552,0.3044097466689061,2.365173288061936,0.6160161714053072,0.025925250049817616
161,-0.6669677366115923,-2.209143578178626,0.304771774119054,2.420391605789448,0.6318452322644988,0.027142086622046438
162,-0.6621763535850249,-2.2142367253652484,0.3051368670746274,2.474705734091064,0.6472830805437726,0.02835237773262054
163,-0.6531664569020101,-2.223829383071675,0.30584490951008136,2.5776105533056657,0.6776140559978326,0.030756396581816458
164,-0.6396754202898189,-2.238032058055511,0.30696862594788743,2.7356478877223336,0.7244370621652751,0.03459723025650949
165,0.10523402500623913,-2.3377555462129154,0.33044425081615403,12.033143049811802,0.7419210450317926,0.059499550871796814
166,-0.5869593511526663,-2.208986486010245,0.3078328284108248,2.8852675192106547,0.6897475432949863,0.025508251410662323
167,-0.5755508046808586,-2.219534713181022,0.30844762165795125,3.0149270535107164,0.7236147898880108,0.027785813117038257
168,0.09819041488604974,-2.3549220217061997,0.3303836410019636,11.980490310692963,0.8122014883567621,0.06536696591142459
169,-0.4994107702812016,-2.200523459442679,0.30854123885414436,2.918279740528261,0.7310026353615179,0.021943042248041826
170,-0.4970748215934977,-2.2025694068099373,0.30863663608773084,2.942249749230314,0.737539403403118,0.022304941180234267
171,-0.4710568598370344,-2.225279598943903,0.30985148336971685,3.221222355997541,0.8116771767130114,0.0267068887527521
172,-0.46523135253464787,-2.2303416571301202,0.31015720085734827,3.28690281347221,0.8284249059143571,0.027784676844338673
173,-0.4588558500813926,-2.2358710189353816,0.3105042323898076,3.360076224700466,0.8469091189657727,0.02900704292633735
174,-0.45223690867346544,-2.241599419661739,0.31087749529503006,3.437489677879057,0.8662696936076316,0.03032441156819009
175,-0.4504856049539163,-2.243112991708382,0.3109783667336399,3.458221410566623,0.8714212902054714,0.030681338428986297
176,-0.4360832617366457,-2.2555342555483326,0.31184276824751944,3.632326919397554,0.9148126471826223,0.033772689527796676
177,-0.43082932388815953,-2.2600517303667873,0.3121715244545059,3.6976315118230816,0.93087978754169,0.034964036822429906
178,-0.41892196633836454,-2.270261693001749,0.31294004828793187,3.8492899980550304,0.9677123793935478,0.03779165526806646
179,-0.9642367093482443,-1.6405812308046528,0.3137901554954252,1.7528921084442615,0.7709846764665529,0.007264172372470177
180,-0.6464686176207354,-2.036295804026168,0.3161508327970347,2.6377920038524865,0.39684045238636945,0.008605781280928461
181,-0.6402109144196706,-2.0399579098799525,0.3166233353833545,2.775739184587323,0.41646660450284373,0.00933833601075948
182,-0.6399931067439031,-2.0400853139459216,0.3166391610903982,2.7806893366141643,0.4171693721453966,0.009365302288161893
183,-0.6315113359303646,-2.045064696408749,0.31722245443348274,2.9824692746361596,0.44553954930912276,0.01049537473126144
184,-0.6285887710602508,-2.04676863112749,0.3174085721403835,3.055366636257485,0.45586307429189116,0.01092545459754318
185,-0.6267370410767631,-2.0478498017432316,0.317522589102594,3.102680358178866,0.46254042210791385,0.011208970081169837
186,-0.6242897461452082,-2.049282070958132,0.3176686269224268,3.166651025849646,0.47152581988646486,0.011597019075343492
187,-0.6140616865827894,-2.05534973362434,0.3182211214131603,3.4546998774107713,0.5109539964873464,0.013386048548250366
188,-0.6092516343315558,-2.058254741709537,0.3184486779995891,3.6028800451709326,0.5305423762521824,0.014324742071013948
189,-0.6069487091712237,-2.0596508144961323,0.31855068741201426,3.6765721462748107,0.5402002188542423,0.014799014535248284
190,-0.6046542844682415,-2.0610452634492153,0.3186479578153066,3.7518281089540313,0.5500074255230335,0.015288183401396073
191,-0.6006752729543026,-2.0634720586618567,0.318806575402682,3.886821936659397,0.5674657777771208,0.01617741462655309
192,-0.5999767889133121,-2.063899209319855,0.31883312921343543,3.911122001562292,0.5705908305470293,0.016339032454526413
193,-0.5975808417276686,-2.065367116112967,0.318921351013536,3.9958809926711236,0.5814502534322077,0.016906320289915965
194,-0.9000003247427594,-1.6465601581658982,0.3276062994965263,2.2892162706768895,0.9679339037566315,0.019342205325997005
195,-0.5767780716776598,-1.8913720032160755,0.3272376801420547,2.518125272184393,0.42832440589118426,0.008185320679335858
196,-0.5725475592966348,-1.8910388864360614,0.3276528483667758,2.580122205449922,0.4390371752916802,0.008609413319712786
197,-0.5717817276454235,-1.8909795477991262,0.32772643122573464,2.591482147312793,0.4410030201743435,0.008688991296723455
198,-0.570793037984406,-1.8909033409832308,0.3278207387251417,2.6062099000775096,0.44355322737169695,0.008793030447369775
199,-0.5598566957806564,-1.8899801508935874,0.32883822217004155,2.7746981699181528,0.47356817673382984,0.010081749783278084
200,0.13523165993326192,-1.9669699518818433,0.3284142949682055,8.653451463639374,0.4345701239651875,0.008444230122908293
201,-0.5126826709082624,-1.884394839944536,0.3290067089900476,2.6453669540281797,0.47787650511881885,0.008650807219149995
202,-0.5078138537140178,-1.8841815895537652,0.32936169825082195,2.711164671175642,0.49033276722747104,0.009161949508174665
203,-0.5074231611458817,-1.8841650500747509,0.3293899739786499,2.7165107917398648,0.49134463229539643,0.009204407630612242
204,-0.5035610959303567,-1.8840064646962023,0.3296678077813344,2.769889148117668,0.5014437800546879,0.009635733455768116
205,-0.5006783013444807,-1.8838936739131777,0.329873289388351,2.8103601026308094,0.5090974445766685,0.009971626579817502
206,-0.4934933846822318,-1.883758124871267,0.3303579129530376,2.9128537409368565,0.5277362441909852,0.010828528337883208
207,-0.48381881614062316,-1.883667553877348,0.330985756375364,3.055377909450273,0.5533090769482769,0.012078191673127861
208,-0.48048428798785037,-1.8836492243032423,0.3311975854510053,3.1057332125587926,0.5623187331699273,0.012537350374363647
209,-0.4787956293646538,-1.8836423858782494,0.33130399565124824,3.1314711381602707,0.5669190113901231,0.012775476644001325
210,-0.4778798163056486,-1.8836394127471143,0.33136145546438195,3.1454959487372856,0.5694240572866742,0.012906182140143604
211,-0.8315127211649207,-1.636739640076672,0.33531388199403844,2.854405333388711,1.0244257594774295,0.011613575896329813
212,-0.4267299266452354,-1.9179179879390877,0.3313744645955777,2.3796499961175277,0.3529880542062679,0.007849495252228226
213,0.08410330579616654,-1.9499853113845123,0.3299875058519667,7.000441568208472,0.2844079836637651,0.0068230944869437276
214,-0.43019721130761823,-1.9249836354276335,0.3349794373174694,2.2085634217221366,0.3455948402455845,0.006826795413657976
215,-0.4288169000080825,-1.9250191252877136,0.33511873473359377,2.2244078496326773,0.3485263106968484,0.00696935736051246
216,-0.42878031642072134,-1.9250200692108455,0.33512242694901395,2.224829964176499,0.34860445311698923,0.006973187475784016
217,-0.42544058672261975,-1.925106193687564,0.3354598721481582,2.2638451094545116,0.3558424156681998,0.007334483282203646
218,-0.41744893072871836,-1.9253133899353507,0.3362696852673868,2.361141743563688,0.37400344328320406,0.008295926529619522
219,-0.8016714781833154,-1.6919521562441235,0.34828024828458304,3.1714330444929653,1.0142381740468789,0.00793687992696061
220,-0.3878965761937724,-1.9478526314246303,0.3355723219019436,2.284029379349833,0.26772129748087115,0.005680669654723259
221,-0.38673355967096057,-1.947935519802689,0.3356838941289723,2.297823669677671,0.2697553667197525,0.005787085929293974
222,-0.38459361001497216,-1.9480880705815633,0.3358893928569767,2.323531838381564,0.27356384631552033,0.005990188203712921
223,-0.3801455429203151,-1.9484050293559045,0.33631772067289956,2.378347524365251,0.281760887226192,0.006443773355752288
224,-0.7776514999212489,-1.7022115192204872,0.35111051133735066,3.278726727758272,1.0397481946845528,0.009529460168425997
225,-0.7583360015900418,-1.7107573023422011,0.3532945333745676,3.3652121183426984,1.0602190590168357,0.0109832993632832
226,-0.3518188980827931,-1.968723014933524,0.3388346148617426,2.2112111550543343,0.18803933351128702,0.004219868551529019
227,-0.3512486951841326,-1.9688088711658438,0.33889513225491574,2.2177234630425042,0.18877308811388663,0.004261567003091864
228,-0.34604834556443365,-1.9695927604952026,0.3394503395554491,2.278539165894095,0.1957325655068791,0.004671864693165081
229,-0.3434029308601313,-1.969992097235518,0.339735295242676,2.3104858819740937,0.19946264818093165,0.0049023402516632005
230,0.07616266066928978,-1.974003976888964,0.3374502564327232,7.188033790880658,0.15160910036651223,0.00392863481621196
231,-0.3453053914344286,-1.9755979145708233,0.3426298485325706,1.8115494538537023,0.2041839774366741,0.005150807495589068
232,-0.34496974763016336,-1.9756569272482605,0.34267837526985917,1.8152417068661493,0.20479411759226082,0.005191115184902313
233,-0.3434498447899771,-1.9759240534619598,0.34289878255973183,1.8321255290810459,0.2075942976680453,0.005378251922265845
234,-0.34341409904008857,-1.9759303291190167,0.342903995346021,1.8325252251592206,0.20766109495055857,0.005382753547115098
235,-0.34282204795452,-1.9760343341229845,0.3429901526010111,1.8391784268052271,0.20876907698883532,0.005457789348842691
236,-0.6829744927114612,-1.7398162093884695,0.3585578453498747,2.6883924145164033,1.1172362153071562,0.007485138772455442
237,-0.3413599598783327,-1.9646301031730253,0.34541509420833777,1.8479352562492584,0.19698503168176595,0.005321897887686758
238,-0.3404130351108282,-1.9647608870975715,0.3455671078208894,1.859160187447011,0.19879728804139435,0.005447074044115342
239,-0.33943197453810087,-1.9648962317593317,0.3457252522929398,1.8709111869744326,0.20070325927524282,0.005580231129583056
240,-0.33666163664920834,-1.9652775146743047,0.3461754481807077,1.904770555795099,0.20624386651965357,0.005975806121152406
241,-0.3328784722696656,-1.9657957958482684,0.34679904263865957,1.9526609429426338,0.21419830481689858,0.006564651856116105
242,-0.6599113537358248,-1.7436108426314654,0.3639355916887294,2.9569360109237524,1.2448707740242069,0.010938948589531605
243,-0.3256820957470836,-1.9698707688638024,0.34898895189202334,1.8897940819510815,0.18822602008338266,0.005540628616319348
244,-0.3226455538054638,-1.970394758425251,0.34952733067717834,1.9272487746300528,0.1942119223979514,0.005969259199126074
245,-0.32109679309226813,-1.9706614514342484,0.3498051792099177,1.9468176681527127,0.19737873838496703,0.0062017454281511775
246,-0.3186536584786702,-1.9710812824243997,0.350248054438214,1.978339158468022,0.20253508896509492,0.006588362305459823
247,-0.31865307077878424,-1.9710813832106657,0.35024816105917256,1.978346868653968,0.20253634429538553,0.006588457880203161
248,-0.31424644227214504,-1.9718354794110606,0.3510609580069384,2.0372931512284365,0.21234360254176018,0.007350086342706317
249,-0.31267982162190544,-1.972102354095336,0.35135376360259024,2.058942715763076,0.2159834777609291,0.007641318960579242
250,-0.3097783163384126,-1.9725948044996557,0.3519020924118036,2.0999909213693733,0.22295415237876842,0.008210941742476947
251,-0.306108532545873,-1.9732140556664037,0.35260743414335094,2.153688396468263,0.2322185527857067,0.008990606267901697
252,-0.30464307630184106,-1.973460127504365,0.35289279833297227,2.17569857789932,0.23606194268331965,0.009321229071080272
